date,amount,category
2/13/2018,36.94,gas
4/17/2018,71.58,gas
7/14/2018,7.74,airfare
6/5/2018,8.77,travel_other
8/2/2018,70.13,amazon
3/26/2018,41.26,departmental_store
8/9/2018,1.23,travel_other
3/15/2018,82.56,supermarkets
7/21/2018,0.19,gas
12/29/2018,79.03,hotel
12/18/2018,3.06,airfare
10/4/2018,90.61,departmental_store
11/18/2018,9.27,travel_other
12/29/2018,48.07,gas
9/20/2018,11.4,online
8/27/2018,26.28,online
7/20/2018,41.11,groceries
8/12/2018,587.42,travel_other
11/20/2018,736.55,groceries
2/13/2018,146.7,departmental_store
8/7/2018,167.94,supermarkets
2/19/2018,15.49,paypal
2/26/2018,765.83,departmental_store
11/23/2018,3.75,departmental_store
12/14/2018,835.91,hotel
7/26/2018,742,hotel
1/20/2018,633.66,gas
9/1/2018,991.6,online
9/28/2018,481.28,supermarkets
11/13/2018,527.06,departmental_store
4/7/2018,0.84,supermarkets
3/12/2018,91.22,gas
10/22/2018,42.47,miscellaneous
11/8/2018,90.12,groceries
2/14/2018,56.73,supermarkets
12/30/2018,92.37,miscellaneous
8/16/2018,793.93,supermarkets
12/23/2018,68.01,restaurants
12/17/2018,9.93,groceries
3/11/2018,5.59,gas
6/26/2018,6.28,hotel
9/17/2018,158.98,gas
3/29/2018,4.68,groceries
12/19/2018,648.11,amazon
2/23/2018,17.36,online
2/14/2018,564.91,restaurants
1/14/2018,9.11,hotel
8/20/2018,834.34,hotel
7/6/2018,36.02,online
7/19/2018,557,online
9/18/2018,787.32,gas
1/4/2018,5.99,online
2/19/2018,64.91,hotel
4/8/2018,5.63,departmental_store
10/9/2018,656.61,groceries
4/15/2018,3.6,paypal
10/18/2018,23.48,travel_other
4/8/2018,45.66,departmental_store
10/26/2018,67.06,departmental_store
8/21/2018,2.75,paypal
3/24/2018,5.5,gas
11/24/2018,67.7,travel_other
4/6/2018,0.88,gas
11/29/2018,706.48,hotel
6/17/2018,31.42,wholesale_clubs
4/12/2018,6.19,amazon
10/11/2018,71.78,wholesale_clubs
5/27/2018,3.55,supermarkets
11/13/2018,9.93,groceries
2/16/2018,2.94,supermarkets
5/10/2018,6.96,gas
11/4/2018,6.6,wholesale_clubs
10/28/2018,45.96,hotel
6/3/2018,531.95,gas
11/4/2018,99.23,airfare
12/22/2018,98.23,amazon
7/21/2018,34.25,hotel
3/7/2018,9.95,supermarkets
12/17/2018,381.92,travel_other
7/6/2018,689.78,restaurants
4/13/2018,5.4,travel_other
7/9/2018,58.03,amazon
11/11/2018,235.79,wholesale_clubs
5/30/2018,1.97,departmental_store
12/28/2018,334.37,departmental_store
9/1/2018,92.66,miscellaneous
5/1/2018,6.64,restaurants
12/28/2018,2.31,groceries
2/9/2018,0.15,airfare
8/20/2018,7.17,miscellaneous
10/15/2018,600.29,airfare
1/20/2018,2.13,amazon
1/17/2018,9.49,groceries
10/1/2018,0.97,hotel
8/10/2018,7.26,miscellaneous
4/26/2018,99.89,amazon
3/17/2018,1.9,departmental_store
12/28/2018,5.51,amazon
8/12/2018,75.71,supermarkets
9/14/2018,376.9,paypal
5/2/2018,95.23,restaurants
8/12/2018,7.09,restaurants
12/18/2018,2,restaurants
8/18/2018,9.06,miscellaneous
10/7/2018,276.16,miscellaneous
1/6/2018,236.02,wholesale_clubs
5/22/2018,9.86,miscellaneous
11/14/2018,48.83,amazon
3/8/2018,32.53,restaurants
8/10/2018,949.33,departmental_store
12/1/2018,77.88,online
5/23/2018,15.93,airfare
12/30/2018,575.16,online
4/4/2018,50.36,hotel
10/9/2018,63.84,hotel
1/11/2018,49.79,miscellaneous
4/17/2018,31.36,online
12/13/2018,1.17,airfare
11/2/2018,379.63,paypal
5/13/2018,32.22,airfare
10/30/2018,4.96,restaurants
2/1/2018,37.39,departmental_store
11/9/2018,9,gas
10/17/2018,878.9,online
2/26/2018,77.57,online
12/12/2018,25.32,supermarkets
3/23/2018,2.45,hotel
2/22/2018,4.03,miscellaneous
8/10/2018,483.32,hotel
7/12/2018,97.51,wholesale_clubs
1/14/2018,3.43,wholesale_clubs
8/2/2018,475.76,online
6/1/2018,12.88,supermarkets
8/11/2018,0.7,wholesale_clubs
7/26/2018,35.39,online
12/17/2018,69.97,supermarkets
11/21/2018,89.59,online
4/19/2018,269,paypal
3/24/2018,814.87,airfare
11/13/2018,861.78,wholesale_clubs
1/14/2018,2.14,online
6/27/2018,43.5,online
1/8/2018,9.78,online
1/19/2018,86.23,gas
12/26/2018,8.12,paypal
1/18/2018,4.01,miscellaneous
10/27/2018,444.57,paypal
2/3/2018,2.15,amazon
7/11/2018,21.34,supermarkets
3/30/2018,230.37,paypal
4/23/2018,5.81,hotel
10/1/2018,2.28,travel_other
7/23/2018,90.63,paypal
10/27/2018,5.51,miscellaneous
7/9/2018,79.49,amazon
12/28/2018,8.41,airfare
4/5/2018,70.77,supermarkets
10/16/2018,30.57,paypal
2/1/2018,2.19,airfare
7/14/2018,3.32,groceries
6/11/2018,6.2,paypal
3/8/2018,3.91,travel_other
3/10/2018,72.06,travel_other
4/2/2018,29.19,online
10/28/2018,5.03,airfare
11/6/2018,1.64,departmental_store
1/20/2018,88.25,paypal
5/4/2018,47.2,travel_other
10/19/2018,56.76,miscellaneous
2/1/2018,2.71,departmental_store
5/4/2018,77.28,hotel
12/20/2018,973.03,wholesale_clubs
10/6/2018,564.48,supermarkets
7/11/2018,6.44,amazon
9/6/2018,8.33,miscellaneous
1/15/2018,9.39,hotel
4/19/2018,7.68,departmental_store
9/28/2018,6.03,wholesale_clubs
12/14/2018,964.08,miscellaneous
2/17/2018,242.44,restaurants
10/27/2018,0.51,miscellaneous
5/28/2018,4.38,miscellaneous
10/10/2018,45.05,travel_other
8/4/2018,233.54,hotel
6/6/2018,52.1,online
1/2/2018,89.74,online
8/30/2018,6,airfare
7/21/2018,778.34,miscellaneous
7/11/2018,7.62,departmental_store
5/22/2018,22.52,groceries
4/25/2018,87.38,online
8/26/2018,8.38,groceries
11/14/2018,612.49,amazon
7/11/2018,2.39,departmental_store
10/19/2018,757.9,miscellaneous
2/12/2018,7.35,hotel
3/23/2018,7.08,supermarkets
6/26/2018,82.21,travel_other
9/21/2018,28.28,miscellaneous
10/18/2018,34.89,paypal
1/19/2018,61.54,paypal
8/7/2018,10.7,airfare
10/21/2018,53.11,paypal
1/22/2018,776.83,airfare
4/6/2018,5,amazon
11/28/2018,1.43,airfare
6/16/2018,2.1,airfare
3/25/2018,5.98,online
7/19/2018,79.51,departmental_store
7/26/2018,44.82,gas
1/27/2018,3.27,travel_other
6/21/2018,590.09,airfare
2/8/2018,1.64,restaurants
7/28/2018,4.02,wholesale_clubs
12/18/2018,151.02,travel_other
8/5/2018,578.65,paypal
5/30/2018,949.58,groceries
12/26/2018,15.76,restaurants
8/17/2018,2.69,restaurants
7/15/2018,4.23,hotel
8/14/2018,20.77,online
5/5/2018,783.94,groceries
1/25/2018,943.43,amazon
8/3/2018,1.06,amazon
6/24/2018,62.6,restaurants
7/16/2018,1.68,gas
6/5/2018,3.51,miscellaneous
10/7/2018,57.38,restaurants
1/22/2018,187.3,amazon
12/3/2018,219.21,amazon
6/9/2018,57.19,amazon
11/19/2018,5.51,amazon
9/25/2018,418.06,gas
3/29/2018,15.72,wholesale_clubs
11/23/2018,335.27,paypal
4/9/2018,861.31,paypal
9/19/2018,91.97,travel_other
12/29/2018,56.03,paypal
10/13/2018,33.62,departmental_store
2/3/2018,475.71,hotel
12/18/2018,6.48,paypal
1/26/2018,750.21,hotel
4/12/2018,398.4,supermarkets
12/13/2018,3.33,departmental_store
10/19/2018,52.11,groceries
11/28/2018,530.55,amazon
12/21/2018,2.86,groceries
7/2/2018,527.53,wholesale_clubs
7/17/2018,72.69,gas
5/29/2018,763.85,paypal
3/1/2018,13.59,airfare
11/10/2018,10.18,travel_other
7/23/2018,97.6,restaurants
3/20/2018,5.62,supermarkets
8/7/2018,618.26,wholesale_clubs
2/20/2018,840.3,online
3/12/2018,958.05,airfare
6/13/2018,75.97,paypal
7/14/2018,94.12,hotel
4/24/2018,70.79,paypal
7/25/2018,870.23,airfare
7/22/2018,311.14,departmental_store
7/10/2018,5.26,wholesale_clubs
12/28/2018,97.97,supermarkets
8/13/2018,113.77,departmental_store
9/9/2018,922.66,amazon
3/16/2018,3.48,departmental_store
3/9/2018,2.96,miscellaneous
11/4/2018,24.63,paypal
1/5/2018,9.18,paypal
12/7/2018,270.4,restaurants
4/24/2018,46.25,amazon
2/7/2018,6.14,wholesale_clubs
7/14/2018,274.22,airfare
12/2/2018,4.03,supermarkets
5/5/2018,165.53,wholesale_clubs
4/7/2018,14.85,departmental_store
9/6/2018,6.51,amazon
12/11/2018,87.85,travel_other
11/17/2018,122.32,online
7/16/2018,574.79,wholesale_clubs
12/11/2018,4.12,amazon
6/14/2018,61.69,online
2/12/2018,90.97,miscellaneous
5/14/2018,1.52,gas
5/1/2018,5.87,airfare
3/19/2018,894.39,miscellaneous
4/11/2018,631.87,airfare
8/9/2018,62.23,paypal
1/15/2018,6.61,amazon
5/23/2018,747.49,departmental_store
3/18/2018,1.69,amazon
11/23/2018,430.78,online
11/9/2018,623.5,travel_other
3/30/2018,27.64,groceries
1/28/2018,2.69,paypal
12/23/2018,529.37,supermarkets
1/19/2018,39.96,restaurants
2/22/2018,22.29,hotel
12/1/2018,424.17,amazon
1/5/2018,8.22,wholesale_clubs
5/2/2018,2.59,online
10/18/2018,31.36,hotel
10/6/2018,470.43,miscellaneous
9/24/2018,7.48,miscellaneous
10/13/2018,89.96,wholesale_clubs
9/8/2018,872.18,miscellaneous
2/16/2018,477.32,amazon
12/12/2018,468.21,miscellaneous
7/19/2018,9.28,supermarkets
6/29/2018,867.62,miscellaneous
1/4/2018,4.97,amazon
11/12/2018,6.61,airfare
3/11/2018,8.93,amazon
12/2/2018,27.29,restaurants
2/24/2018,2.85,wholesale_clubs
11/21/2018,6.18,wholesale_clubs
3/19/2018,3.6,wholesale_clubs
3/3/2018,830.23,airfare
1/13/2018,5.02,paypal
11/8/2018,0.06,airfare
11/18/2018,9,travel_other
8/14/2018,241.87,restaurants
7/20/2018,606.18,airfare
5/16/2018,97.17,airfare
6/29/2018,902.24,supermarkets
12/2/2018,813.62,travel_other
9/11/2018,5.13,travel_other
9/25/2018,23.44,miscellaneous
12/14/2018,2.49,restaurants
11/19/2018,122.43,wholesale_clubs
11/20/2018,69.33,supermarkets
4/16/2018,7.59,departmental_store
8/30/2018,346.72,paypal
7/22/2018,60.31,hotel
4/21/2018,476.12,groceries
11/10/2018,3.84,supermarkets
9/24/2018,91.25,online
12/25/2018,6.4,supermarkets
10/29/2018,792.49,gas
9/6/2018,18.54,online
1/15/2018,226.57,miscellaneous
12/3/2018,510.58,wholesale_clubs
3/10/2018,11.99,miscellaneous
2/5/2018,1.87,gas
4/18/2018,86.15,gas
1/20/2018,224.14,paypal
1/25/2018,8.51,travel_other
6/5/2018,92.35,departmental_store
9/4/2018,704.71,amazon
5/5/2018,60.51,online
10/21/2018,3.45,travel_other
9/14/2018,514.33,amazon
5/4/2018,4.32,supermarkets
5/19/2018,2.5,online
5/27/2018,31.68,groceries
9/6/2018,37.63,supermarkets
1/24/2018,648.42,restaurants
5/11/2018,663.82,wholesale_clubs
3/27/2018,691.2,gas
5/13/2018,1.02,amazon
7/11/2018,9.37,supermarkets
5/26/2018,25.87,amazon
4/17/2018,25.07,restaurants
8/13/2018,44.69,groceries
4/18/2018,50.7,paypal
1/15/2018,332.89,miscellaneous
6/17/2018,5.14,hotel
10/11/2018,243.87,travel_other
10/19/2018,830.86,online
5/26/2018,81.75,gas
9/28/2018,232.03,paypal
1/18/2018,98.98,hotel
6/16/2018,56.19,online
2/6/2018,37.26,miscellaneous
4/13/2018,8.17,wholesale_clubs
2/20/2018,996.66,airfare
2/13/2018,528.36,amazon
2/21/2018,239.63,groceries
8/11/2018,295.07,supermarkets
1/25/2018,2.83,wholesale_clubs
8/21/2018,252.9,wholesale_clubs
7/12/2018,3.26,airfare
3/24/2018,827.84,online
2/13/2018,8.41,airfare
6/16/2018,236.21,wholesale_clubs
7/5/2018,20.05,amazon
3/29/2018,944.64,gas
4/25/2018,24.55,supermarkets
7/9/2018,303.34,supermarkets
3/26/2018,18.19,wholesale_clubs
9/3/2018,2.91,airfare
9/13/2018,1.69,supermarkets
2/13/2018,9.36,paypal
11/4/2018,1.87,supermarkets
4/24/2018,638.94,restaurants
9/11/2018,7.97,supermarkets
10/9/2018,1.37,online
5/6/2018,2.2,miscellaneous
8/4/2018,807.15,wholesale_clubs
5/28/2018,655.17,gas
3/26/2018,59.24,online
7/8/2018,88.66,hotel
8/23/2018,79.94,wholesale_clubs
11/26/2018,36.26,online
12/23/2018,0.28,hotel
12/29/2018,649.17,travel_other
6/12/2018,82.04,departmental_store
1/16/2018,69.74,departmental_store
9/23/2018,730.46,supermarkets
4/25/2018,20.18,hotel
7/16/2018,4.39,airfare
6/17/2018,13.05,travel_other
7/28/2018,0.68,departmental_store
12/6/2018,658.16,supermarkets
2/8/2018,75.38,travel_other
3/1/2018,730.27,groceries
8/12/2018,3.95,restaurants
11/17/2018,68.51,restaurants
6/1/2018,777.32,departmental_store
8/9/2018,1.78,restaurants
8/30/2018,9.52,departmental_store
6/2/2018,5.79,miscellaneous
9/1/2018,541.95,hotel
7/7/2018,28.52,groceries
10/20/2018,591.72,supermarkets
6/4/2018,36.28,travel_other
8/13/2018,1.85,miscellaneous
12/17/2018,9.81,groceries
1/28/2018,8.49,online
5/1/2018,0.49,restaurants
10/15/2018,0.14,supermarkets
7/3/2018,268.1,hotel
12/5/2018,1.54,travel_other
10/13/2018,482.5,paypal
10/2/2018,858.84,paypal
7/3/2018,10.87,hotel
5/16/2018,90.68,paypal
1/5/2018,4.08,supermarkets
5/23/2018,74.87,miscellaneous
12/26/2018,136.02,paypal
9/29/2018,46.09,online
4/10/2018,510.14,supermarkets
3/8/2018,31.52,online
3/23/2018,3.9,departmental_store
12/2/2018,6.26,amazon
11/13/2018,16.94,miscellaneous
11/16/2018,147.05,airfare
6/8/2018,650.7,gas
2/13/2018,2.51,wholesale_clubs
8/24/2018,574.25,travel_other
8/25/2018,4.35,gas
7/15/2018,7.51,amazon
9/10/2018,71.17,departmental_store
7/17/2018,5.42,supermarkets
12/9/2018,816.81,supermarkets
10/16/2018,6.74,gas
7/2/2018,220.66,online
4/2/2018,99.95,paypal
5/22/2018,82.52,supermarkets
12/27/2018,439.59,online
6/7/2018,1.86,paypal
8/14/2018,51.89,miscellaneous
8/17/2018,139.79,amazon
10/23/2018,9.82,groceries
1/2/2018,959.77,amazon
6/23/2018,3.91,hotel
2/25/2018,8.57,supermarkets
2/7/2018,715.51,travel_other
6/16/2018,32.29,supermarkets
4/22/2018,3.28,online
5/29/2018,80.07,restaurants
11/18/2018,159.22,paypal
1/19/2018,926.07,restaurants
8/13/2018,572.49,online
5/12/2018,326.3,online
3/30/2018,74.65,wholesale_clubs
11/18/2018,40.31,airfare
11/12/2018,107.68,amazon
2/11/2018,73.4,online
3/5/2018,1.49,restaurants
6/19/2018,6.07,miscellaneous
9/22/2018,55.45,travel_other
3/15/2018,73.74,restaurants
3/10/2018,3.31,supermarkets
12/16/2018,200.07,wholesale_clubs
8/18/2018,37.58,amazon
7/8/2018,16.92,restaurants
3/7/2018,33.72,hotel
6/2/2018,4.05,paypal
4/9/2018,4.95,supermarkets
2/23/2018,778.16,groceries
10/4/2018,57.78,wholesale_clubs
9/23/2018,95.89,gas
12/20/2018,871.21,wholesale_clubs
8/4/2018,9.07,paypal
11/16/2018,527.4,amazon
11/2/2018,4.08,online
3/28/2018,220.75,travel_other
7/19/2018,3.95,hotel
6/6/2018,5.71,groceries
11/22/2018,12.74,online
8/2/2018,6.56,amazon
10/10/2018,49.65,groceries
9/14/2018,93.42,gas
5/19/2018,43.12,hotel
8/1/2018,57.49,online
1/11/2018,16.81,groceries
3/1/2018,853.32,groceries
1/21/2018,14.92,gas
12/28/2018,8.11,departmental_store
10/7/2018,900.24,wholesale_clubs
7/16/2018,982.75,amazon
6/24/2018,445,online
5/10/2018,703.31,miscellaneous
6/8/2018,0.16,miscellaneous
12/1/2018,9.52,departmental_store
6/24/2018,64.79,miscellaneous
9/27/2018,619.25,supermarkets
12/24/2018,9.73,miscellaneous
12/13/2018,14.02,departmental_store
10/12/2018,4.24,supermarkets
6/2/2018,85.03,airfare
7/18/2018,674.41,groceries
2/10/2018,6.82,groceries
7/9/2018,0.42,hotel
9/22/2018,16.27,supermarkets
1/14/2018,21.3,gas
11/4/2018,792.73,gas
1/13/2018,31.82,amazon
1/20/2018,7.95,gas
3/13/2018,966.82,amazon
11/25/2018,88.12,wholesale_clubs
10/1/2018,0.81,amazon
8/27/2018,6.19,amazon
6/13/2018,740.71,airfare
1/22/2018,28.13,groceries
3/26/2018,84.9,amazon
2/25/2018,943.81,paypal
2/15/2018,65.02,amazon
2/15/2018,98.79,supermarkets
10/14/2018,8.09,groceries
1/7/2018,1.79,hotel
4/15/2018,0.77,supermarkets
11/23/2018,8.72,paypal
8/22/2018,3.98,supermarkets
6/1/2018,47.3,wholesale_clubs
2/2/2018,222.16,airfare
7/18/2018,610.05,gas
1/1/2018,79.59,miscellaneous
1/1/2018,79.53,amazon
3/14/2018,61.66,amazon
4/8/2018,40.7,miscellaneous
1/17/2018,2.05,restaurants
1/28/2018,958.11,miscellaneous
9/26/2018,4.58,hotel
8/28/2018,40.46,groceries
12/2/2018,736.34,airfare
7/10/2018,517.49,travel_other
7/21/2018,63.4,airfare
3/23/2018,317.97,travel_other
8/2/2018,24.56,amazon
12/30/2018,6.18,miscellaneous
4/10/2018,5.42,travel_other
9/2/2018,8.93,miscellaneous
12/23/2018,5.49,restaurants
4/17/2018,6.17,hotel
10/20/2018,0.82,restaurants
1/7/2018,260.83,supermarkets
1/3/2018,118.97,online
6/7/2018,1.69,supermarkets
7/29/2018,6.73,amazon
11/6/2018,37.72,paypal
12/19/2018,45.06,online
12/20/2018,3.58,groceries
11/7/2018,36.43,airfare
9/7/2018,13.68,groceries
4/4/2018,2.79,supermarkets
10/9/2018,74.01,groceries
12/3/2018,752.49,supermarkets
10/30/2018,95.91,supermarkets
8/9/2018,4.86,supermarkets
1/22/2018,4.57,departmental_store
1/4/2018,843.9,supermarkets
5/25/2018,1.72,supermarkets
11/21/2018,52.91,wholesale_clubs
3/28/2018,7.78,gas
11/7/2018,67.06,supermarkets
3/30/2018,275.93,airfare
1/21/2018,85.28,restaurants
9/16/2018,4.19,restaurants
8/30/2018,3.76,online
3/6/2018,45.81,amazon
11/12/2018,6.85,travel_other
11/22/2018,4.73,amazon
6/7/2018,4.3,gas
3/18/2018,0.31,paypal
11/10/2018,3.94,paypal
7/2/2018,3.48,restaurants
4/11/2018,8.9,wholesale_clubs
7/13/2018,88.12,hotel
10/16/2018,694.23,restaurants
10/26/2018,57.47,departmental_store
12/8/2018,27.28,restaurants
2/17/2018,5.96,restaurants
12/1/2018,54.14,miscellaneous
6/10/2018,851.03,amazon
9/22/2018,791.57,amazon
12/5/2018,100.73,airfare
12/27/2018,8.07,amazon
1/11/2018,196.99,gas
6/26/2018,5.68,online
4/14/2018,6.62,paypal
11/11/2018,82.99,groceries
6/26/2018,32.71,amazon
10/12/2018,43.02,supermarkets
6/4/2018,1.99,groceries
4/6/2018,83.26,paypal
4/13/2018,4.82,gas
1/11/2018,104.22,wholesale_clubs
6/14/2018,3.77,airfare
10/26/2018,501.74,groceries
7/6/2018,846.32,gas
4/15/2018,62.86,departmental_store
8/29/2018,0.35,supermarkets
3/22/2018,591.53,paypal
10/25/2018,523.18,airfare
10/6/2018,1.9,amazon
8/20/2018,332.2,gas
9/13/2018,3.82,online
12/21/2018,0.59,online
9/17/2018,9.91,miscellaneous
7/2/2018,42.03,restaurants
6/8/2018,5.45,paypal
7/27/2018,4.18,wholesale_clubs
9/18/2018,8.51,departmental_store
1/24/2018,8.11,travel_other
4/27/2018,888.44,paypal
6/23/2018,3.83,departmental_store
4/16/2018,719.8,hotel
12/11/2018,4.47,restaurants
9/29/2018,34.93,hotel
10/23/2018,6.37,amazon
9/13/2018,671.78,paypal
9/7/2018,32.29,airfare
2/14/2018,36.78,airfare
4/12/2018,768.68,restaurants
6/4/2018,32.58,miscellaneous
7/18/2018,74.14,restaurants
8/12/2018,36.67,hotel
4/15/2018,7.57,groceries
10/2/2018,686.31,paypal
4/6/2018,1.8,hotel
8/26/2018,66.4,travel_other
10/30/2018,708.59,online
3/12/2018,7.3,departmental_store
2/19/2018,362.71,supermarkets
3/26/2018,57.09,departmental_store
2/26/2018,65.17,airfare
8/11/2018,137.14,travel_other
8/19/2018,819.26,miscellaneous
4/20/2018,22.83,supermarkets
8/13/2018,5.57,hotel
9/29/2018,774.27,airfare
9/10/2018,49.43,online
5/11/2018,2.33,departmental_store
6/7/2018,0.98,miscellaneous
3/8/2018,43.47,hotel
4/15/2018,0.96,gas
11/22/2018,4.05,supermarkets
2/23/2018,74.41,paypal
11/27/2018,96.88,amazon
3/3/2018,618.22,travel_other
8/15/2018,346.81,gas
12/3/2018,37.29,departmental_store
5/24/2018,9.06,restaurants
8/9/2018,13.36,online
9/20/2018,1.04,amazon
6/9/2018,220.1,wholesale_clubs
1/7/2018,670.64,online
6/24/2018,93.27,departmental_store
11/10/2018,63.95,supermarkets
11/27/2018,157.33,miscellaneous
5/19/2018,44.06,supermarkets
11/28/2018,33.32,amazon
8/25/2018,395.37,departmental_store
6/15/2018,27.43,amazon
1/26/2018,9.14,miscellaneous
5/12/2018,4.22,wholesale_clubs
4/7/2018,300.37,online
12/17/2018,259.39,wholesale_clubs
12/28/2018,93.45,departmental_store
8/20/2018,1.4,gas
11/29/2018,1.03,miscellaneous
4/13/2018,2.95,supermarkets
8/12/2018,711.78,gas
2/12/2018,31.89,online
8/9/2018,81.31,gas
12/18/2018,310.36,restaurants
8/17/2018,2.95,online
8/19/2018,3.05,groceries
12/2/2018,58.28,restaurants
1/30/2018,3.07,amazon
1/29/2018,6.35,wholesale_clubs
11/23/2018,285.94,supermarkets
8/2/2018,8.9,online
10/21/2018,43.3,departmental_store
7/22/2018,0.46,groceries
3/7/2018,337.91,airfare
8/3/2018,4.16,amazon
12/5/2018,677.66,supermarkets
8/25/2018,812.1,supermarkets
2/24/2018,3.44,supermarkets
1/6/2018,860.56,supermarkets
4/4/2018,85.48,paypal
11/3/2018,199,online
1/6/2018,7.17,restaurants
10/26/2018,662.17,miscellaneous
7/30/2018,33.3,airfare
11/12/2018,98.02,miscellaneous
7/12/2018,899.8,restaurants
2/8/2018,629.75,restaurants
11/12/2018,18.2,paypal
2/11/2018,8.35,restaurants
4/7/2018,423.56,groceries
9/6/2018,0.32,paypal
4/4/2018,608.49,wholesale_clubs
4/18/2018,18.22,hotel
6/22/2018,810.58,groceries
5/9/2018,658.68,supermarkets
5/11/2018,71.89,airfare
1/14/2018,44.06,wholesale_clubs
4/5/2018,8.85,groceries
12/17/2018,0.99,online
5/16/2018,13.48,gas
6/4/2018,550.87,wholesale_clubs
9/28/2018,8.74,groceries
4/13/2018,29.63,restaurants
3/2/2018,4.96,online
5/8/2018,745.17,travel_other
11/26/2018,36.2,wholesale_clubs
10/23/2018,849.1,groceries
10/19/2018,78.76,online
1/19/2018,3.91,miscellaneous
3/23/2018,8.33,restaurants
12/26/2018,98.39,amazon
1/15/2018,6.38,restaurants
3/12/2018,9.56,amazon
11/5/2018,938.62,paypal
5/16/2018,456.08,gas
2/18/2018,312.71,airfare
6/29/2018,758.61,miscellaneous
6/24/2018,5.12,restaurants
5/20/2018,544.69,wholesale_clubs
6/20/2018,165.28,groceries
5/20/2018,908.35,supermarkets
3/27/2018,280.17,groceries
6/27/2018,630.91,travel_other
12/13/2018,2.86,travel_other
4/12/2018,4.69,online
10/13/2018,780.17,paypal
9/12/2018,245.31,miscellaneous
1/24/2018,1.86,groceries
6/6/2018,51.55,departmental_store
6/12/2018,62.12,paypal
7/28/2018,589.71,wholesale_clubs
3/5/2018,45.53,gas
5/29/2018,83.76,supermarkets
11/22/2018,58.1,hotel
5/8/2018,45.54,online
8/24/2018,739.93,paypal
8/5/2018,9.3,groceries
11/10/2018,78.72,departmental_store
3/9/2018,0.23,online
7/1/2018,42.23,miscellaneous
10/13/2018,2.59,airfare
3/3/2018,7.98,hotel
6/16/2018,69.09,airfare
3/20/2018,9.99,online
8/1/2018,957.92,miscellaneous
4/15/2018,34.59,airfare
4/5/2018,0.28,groceries
8/11/2018,416.23,hotel
2/24/2018,6.79,online
11/17/2018,67.39,hotel
6/14/2018,4.24,miscellaneous
3/15/2018,17.65,departmental_store
12/21/2018,1.38,miscellaneous
12/4/2018,8.43,airfare
7/8/2018,61.98,amazon
12/19/2018,701.01,airfare
4/2/2018,5.83,supermarkets
4/5/2018,349.54,airfare
3/18/2018,4.74,hotel
5/12/2018,897.94,wholesale_clubs
3/3/2018,9.63,airfare
9/15/2018,663.65,wholesale_clubs
3/13/2018,571.79,supermarkets
6/27/2018,6.21,miscellaneous
7/4/2018,59.34,online
8/22/2018,50.13,hotel
7/24/2018,13.87,departmental_store
12/20/2018,909.04,paypal
6/8/2018,629.23,gas
2/19/2018,8.45,supermarkets
11/12/2018,63.2,travel_other
10/28/2018,731.7,gas
10/4/2018,85.86,online
10/8/2018,17.7,miscellaneous
10/7/2018,68.12,hotel
6/21/2018,714.47,departmental_store
7/30/2018,23.9,gas
3/13/2018,310.51,gas
3/27/2018,85.94,wholesale_clubs
3/4/2018,2.71,supermarkets
11/17/2018,42.18,paypal
9/8/2018,4.87,groceries
5/5/2018,0.72,supermarkets
10/7/2018,673.17,departmental_store
4/12/2018,9.68,paypal
8/16/2018,833.16,travel_other
4/12/2018,65.08,paypal
2/14/2018,352.3,paypal
5/2/2018,5.85,paypal
8/18/2018,38.18,groceries
10/9/2018,39.46,amazon
12/14/2018,693.84,online
1/10/2018,217.42,restaurants
3/22/2018,34.96,paypal
12/23/2018,5.83,restaurants
6/9/2018,85.12,miscellaneous
9/1/2018,12.65,gas
3/9/2018,5.34,online
9/23/2018,6.06,airfare
11/11/2018,14.76,gas
3/26/2018,5.69,departmental_store
9/22/2018,5.95,gas
10/12/2018,5.94,amazon
1/15/2018,88.66,restaurants
9/26/2018,4.25,gas
4/11/2018,84.16,miscellaneous
8/10/2018,659.35,supermarkets
12/11/2018,602.65,wholesale_clubs
4/28/2018,363.04,paypal
1/18/2018,352.76,departmental_store
6/13/2018,65.74,groceries
6/18/2018,2.46,online
11/25/2018,9.18,travel_other
1/4/2018,518.51,wholesale_clubs
4/4/2018,0.1,online
9/9/2018,6.48,departmental_store
5/24/2018,62.57,gas
9/23/2018,1.36,gas
3/9/2018,48.37,wholesale_clubs
1/21/2018,17.36,airfare
12/1/2018,9,departmental_store
10/11/2018,5.68,paypal
3/28/2018,94.72,amazon
10/23/2018,26.21,paypal
1/15/2018,630.76,restaurants
3/15/2018,267.71,wholesale_clubs
6/28/2018,307.83,airfare
12/10/2018,44.83,hotel
3/18/2018,18.9,restaurants
4/13/2018,90.99,hotel
9/25/2018,6.17,travel_other
1/17/2018,89.14,online
11/24/2018,188.74,gas
11/13/2018,8.68,departmental_store
2/13/2018,422.51,gas
9/19/2018,532.11,amazon
9/28/2018,4.96,departmental_store
11/10/2018,151.67,travel_other
4/17/2018,30.11,hotel
7/24/2018,9.7,paypal
8/29/2018,912.16,wholesale_clubs
3/22/2018,677.28,paypal
5/20/2018,9.81,departmental_store
12/18/2018,8.74,airfare
9/21/2018,37.92,miscellaneous
8/27/2018,697.09,miscellaneous
1/22/2018,2.65,online
10/30/2018,614.78,groceries
5/14/2018,5.37,amazon
9/20/2018,9.16,wholesale_clubs
